id_pedido,cif_empresa,id_producto,nombre_producto,destino,provincia,cantidad,fecha_pedido,fecha_caducidad,fecha_entrega_estimada,estado,fecha_entregado
8984785,D87654321,9,Jamón serrano loncheado 150gr,"36.783819, -2.742398",Almería,775,2024-12-16,2024-12-31,2024-12-28,En fabricación,
5374687,A69030156,4,Yogur natural 4 unidades (125gr cada uno),"36.407357, -6.128702",Cádiz,671,2024-12-16,2025-01-02,2024-12-30,En fabricación,
4484101,E30624932,8,Filetes de pescado blanco 500gr,"39.268988, -7.43448",Portalegre,607,2024-12-16,2024-12-22,2024-12-19,En fabricación,
9042302,J34567890,20,Pan fresco de hogaza (500gr),"39.014444, -1.88264",Albacete,790,2024-12-16,2024-12-19,2024-12-16,En fabricación,
2706021,B87766619,1,Leche entera 500ml,"43.264309, -1.972006",Gipuzkoa,599,2024-12-16,2024-12-22,2024-12-19,En fabricación,
9593156,E37234925,2,Huevos frescos (4 unidades),"41.78641, -1.989204",Soria,827,2024-12-16,2025-01-13,2025-01-10,En fabricación,
1868194,K19501659,7,Pechuga de pollo fresca 1kg,"42.456239, 1.485435",La Massana,690,2024-12-16,2024-12-20,2024-12-17,En fabricación,
8914854,E42477092,2,Huevos frescos (4 unidades),"37.875219, -4.763063",Córdoba,870,2024-12-16,2025-01-13,2025-01-10,En fabricación,
5883728,B87766619,1,Leche entera 500ml,"43.264309, -1.972006",Gipuzkoa,796,2024-12-16,2024-12-22,2024-12-19,En fabricación,
9897721,C37487819,10,Tocino ahumado en lonchas 200gr,"42.362387, -3.624425",Burgos,703,2024-12-16,2024-12-26,2024-12-23,En fabricación,
1345918,L11840211,8,Filetes de pescado blanco 500gr,"41.275076, 1.513732",Tarragona,756,2024-12-16,2024-12-22,2024-12-19,En fabricación,
1602781,J34567890,11,"Manzanas rojas (6 unidades, aprox. 1kg)","39.014444, -1.88264",Albacete,625,2024-12-16,2024-12-21,2024-12-18,En fabricación,
3729962,L34845958,12,"Plátanos maduros (6 unidades, aprox. 1kg)","40.399621, -3.59424",Madrid,860,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4047778,H45378615,17,Cebollas amarillas (aprox. 1kg),"39.514124, -0.476974",Valencia,744,2024-12-16,2024-12-20,2024-12-17,En fabricación,
3817614,H45378615,17,Cebollas amarillas (aprox. 1kg),"39.514124, -0.476974",Valencia,669,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4401182,H60877269,3,Queso cheddar 200gr,"43.443127, -3.864163",Cantabria,573,2024-12-16,2024-12-30,2024-12-27,En fabricación,
9307501,F59700387,17,Cebollas amarillas (aprox. 1kg),"37.253795, -7.229716",Huelva,828,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2246004,D54661573,19,Patatas para cocinar (1kg),"41.541969, -4.663801",Valladolid,972,2024-12-16,2024-12-24,2024-12-21,En fabricación,
8822149,H98721977,5,Mantequilla 100gr,"40.630214, -7.876921",Viseu,735,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9405786,F98765432,4,Yogur natural 4 unidades (125gr cada uno),"40.664648, -4.682038",Ávila,926,2024-12-16,2025-01-02,2024-12-30,En fabricación,
1269380,K41092198,18,Zanahorias frescas (500gr),"41.788533, -6.779713",Braganza,779,2024-12-16,2024-12-19,2024-12-16,En fabricación,
8215702,H60877269,20,Pan fresco de hogaza (500gr),"43.443127, -3.864163",Cantabria,576,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6075934,E62924835,2,Huevos frescos (4 unidades),"37.269298, -5.994452",Sevilla,813,2024-12-16,2025-01-13,2025-01-10,En fabricación,
6883507,H12345678,19,Patatas para cocinar (1kg),"38.690981, -6.795618",Badajoz,790,2024-12-16,2024-12-24,2024-12-21,En fabricación,
5377666,D54829731,9,Jamón serrano loncheado 150gr,"40.905792, -4.107008",Segovia,914,2024-12-16,2024-12-31,2024-12-28,En fabricación,
2594655,L11840211,11,"Manzanas rojas (6 unidades, aprox. 1kg)","41.275076, 1.513732",Tarragona,865,2024-12-16,2024-12-21,2024-12-18,En fabricación,
7927109,L60867006,17,Cebollas amarillas (aprox. 1kg),"38.007831, -7.855995",Beja,854,2024-12-16,2024-12-20,2024-12-17,En fabricación,
8429968,G48706246,20,Pan fresco de hogaza (500gr),"42.788558, -1.625538",Navarra,881,2024-12-16,2024-12-19,2024-12-16,En fabricación,
1201063,D54829731,14,Espinacas frescas en bolsa 300gr,"40.905792, -4.107008",Segovia,710,2024-12-16,2024-12-19,2024-12-16,En fabricación,
2552430,G56506922,11,"Manzanas rojas (6 unidades, aprox. 1kg)","39.168104, -3.465384",Ciudad Real,927,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5515581,H50034039,6,Carne de ternera picada 500gr,"38.031997, -4.058837",Jaén,962,2024-12-16,2024-12-21,2024-12-18,En fabricación,
7483266,L74463520,1,Leche entera 500ml,"39.718055, -1.437577",Cuenca,867,2024-12-16,2024-12-22,2024-12-19,En fabricación,
5755842,D90401382,8,Filetes de pescado blanco 500gr,"42.583276, -5.573597",León,790,2024-12-16,2024-12-22,2024-12-19,En fabricación,
7553370,L74463520,7,Pechuga de pollo fresca 1kg,"39.718055, -1.437577",Cuenca,824,2024-12-16,2024-12-20,2024-12-17,En fabricación,
7899126,H50034039,19,Patatas para cocinar (1kg),"38.031997, -4.058837",Jaén,681,2024-12-16,2024-12-24,2024-12-21,En fabricación,
8231111,D54661573,10,Tocino ahumado en lonchas 200gr,"41.541969, -4.663801",Valladolid,776,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9735539,L26857763,18,Zanahorias frescas (500gr),"41.964811, -4.506013",Palencia,723,2024-12-16,2024-12-19,2024-12-16,En fabricación,
4901834,K20813122,11,"Manzanas rojas (6 unidades, aprox. 1kg)","40.582396, -7.154403",Guarda,706,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5024015,D90401382,10,Tocino ahumado en lonchas 200gr,"42.583276, -5.573597",León,919,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9518104,B31135513,20,Pan fresco de hogaza (500gr),"37.932005, -1.195947",Murcia,607,2024-12-16,2024-12-19,2024-12-16,En fabricación,
1410273,F86466817,5,Mantequilla 100gr,"37.081185, -7.891208",Faro,817,2024-12-16,2024-12-26,2024-12-23,En fabricación,
1593904,H98721977,18,Zanahorias frescas (500gr),"40.630214, -7.876921",Viseu,746,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9774930,D10491986,15,Lechuga romana 1 unidad,"39.24899, -8.674233",Santarém,982,2024-12-16,2024-12-20,2024-12-17,En fabricación,
6217012,H12345678,5,Mantequilla 100gr,"38.690981, -6.795618",Badajoz,790,2024-12-16,2024-12-26,2024-12-23,En fabricación,
7174016,L74463520,14,Espinacas frescas en bolsa 300gr,"39.718055, -1.437577",Cuenca,948,2024-12-16,2024-12-19,2024-12-16,En fabricación,
8115712,H45378615,3,Queso cheddar 200gr,"39.514124, -0.476974",Valencia,696,2024-12-16,2024-12-30,2024-12-27,En fabricación,
7691480,G23456789,13,Fresas frescas (caja de 250gr),"38.34061, -0.539066",Alicante,710,2024-12-16,2024-12-18,2024-12-15,En fabricación,
2683803,E30624932,2,Huevos frescos (4 unidades),"39.268988, -7.43448",Portalegre,733,2024-12-16,2025-01-13,2025-01-10,En fabricación,
1856291,C70723988,16,Tomates maduros (aprox. 1kg),"43.232124, -2.888324",Bizkaia,663,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5689396,L60867006,18,Zanahorias frescas (500gr),"38.007831, -7.855995",Beja,832,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6035461,G75232708,20,Pan fresco de hogaza (500gr),"40.96337, -5.734527",Salamanca,561,2024-12-16,2024-12-19,2024-12-16,En fabricación,
4263438,L60867006,20,Pan fresco de hogaza (500gr),"38.007831, -7.855995",Beja,799,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6791863,H18396758,13,Fresas frescas (caja de 250gr),"41.81271, -2.725645",Girona,749,2024-12-16,2024-12-18,2024-12-15,En fabricación,
9137671,L21420173,16,Tomates maduros (aprox. 1kg),"42.463523, 1.491706",Encamp,560,2024-12-16,2024-12-21,2024-12-18,En fabricación,
2123796,H18396758,12,"Plátanos maduros (6 unidades, aprox. 1kg)","41.81271, -2.725645",Girona,833,2024-12-16,2024-12-20,2024-12-17,En fabricación,
8024317,F34181536,16,Tomates maduros (aprox. 1kg),"41.830116, 0.216181",Huesca,613,2024-12-16,2024-12-21,2024-12-18,En fabricación,
1679488,D23336156,16,Tomates maduros (aprox. 1kg),"39.806559, -7.528487",Castelo Branco,853,2024-12-16,2024-12-21,2024-12-18,En fabricación,
8126756,D43972411,17,Cebollas amarillas (aprox. 1kg),"36.702452, -4.472161",Málaga,590,2024-12-16,2024-12-20,2024-12-17,En fabricación,
7254944,C98454639,4,Yogur natural 4 unidades (125gr cada uno),"42.402276, -8.583134",Pontevedra,793,2024-12-16,2025-01-02,2024-12-30,En fabricación,
8567049,H45378615,4,Yogur natural 4 unidades (125gr cada uno),"39.514124, -0.476974",Valencia,896,2024-12-16,2025-01-02,2024-12-30,En fabricación,
7186638,E48367217,10,Tocino ahumado en lonchas 200gr,"39.752122, -8.865028",Leiria,587,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4083919,E62924835,20,Pan fresco de hogaza (500gr),"37.269298, -5.994452",Sevilla,957,2024-12-16,2024-12-19,2024-12-16,En fabricación,
4724611,K76543210,16,Tomates maduros (aprox. 1kg),"41.327635, 2.115424",Barcelona,617,2024-12-16,2024-12-21,2024-12-18,En fabricación,
2504110,H19882206,12,"Plátanos maduros (6 unidades, aprox. 1kg)","42.455927, -2.407701",Logroño,773,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4821505,B70158087,10,Tocino ahumado en lonchas 200gr,"40.190739, -8.517509",Coimbra,921,2024-12-16,2024-12-26,2024-12-23,En fabricación,
3342923,A43314608,13,Fresas frescas (caja de 250gr),"41.604913, 0.679305",Lleida,624,2024-12-16,2024-12-18,2024-12-15,En fabricación,
5935553,D90401382,15,Lechuga romana 1 unidad,"42.583276, -5.573597",León,769,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5650641,K20813122,12,"Plátanos maduros (6 unidades, aprox. 1kg)","40.582396, -7.154403",Guarda,567,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2892879,F59700387,4,Yogur natural 4 unidades (125gr cada uno),"37.253795, -7.229716",Huelva,765,2024-12-16,2025-01-02,2024-12-30,En fabricación,
7840078,H22774301,3,Queso cheddar 200gr,"41.116767, -8.574959",Oporto,614,2024-12-16,2024-12-30,2024-12-27,En fabricación,
6796596,H60877269,19,Patatas para cocinar (1kg),"43.443127, -3.864163",Cantabria,712,2024-12-16,2024-12-24,2024-12-21,En fabricación,
5668087,F34181536,11,"Manzanas rojas (6 unidades, aprox. 1kg)","41.830116, 0.216181",Huesca,885,2024-12-16,2024-12-21,2024-12-18,En fabricación,
1768187,F36531008,2,Huevos frescos (4 unidades),"40.365727, -1.157177",Teruel,748,2024-12-16,2025-01-13,2025-01-10,En fabricación,
5943436,E30624932,5,Mantequilla 100gr,"39.268988, -7.43448",Portalegre,806,2024-12-16,2024-12-26,2024-12-23,En fabricación,
3148197,F86466817,6,Carne de ternera picada 500gr,"37.081185, -7.891208",Faro,901,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5217809,K41092198,1,Leche entera 500ml,"41.788533, -6.779713",Braganza,554,2024-12-16,2024-12-22,2024-12-19,En fabricación,
8350290,G75232708,1,Leche entera 500ml,"40.96337, -5.734527",Salamanca,785,2024-12-16,2024-12-22,2024-12-19,En fabricación,
7288321,G23456789,6,Carne de ternera picada 500gr,"38.34061, -0.539066",Alicante,783,2024-12-16,2024-12-21,2024-12-18,En fabricación,
8992415,A98765432,7,Pechuga de pollo fresca 1kg,"42.808841, -2.806054",Álava,971,2024-12-16,2024-12-20,2024-12-17,En fabricación,
6722522,D23336156,20,Pan fresco de hogaza (500gr),"39.806559, -7.528487",Castelo Branco,829,2024-12-16,2024-12-19,2024-12-16,En fabricación,
5456954,H18396758,10,Tocino ahumado en lonchas 200gr,"41.81271, -2.725645",Girona,754,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9176657,F34181536,5,Mantequilla 100gr,"41.830116, 0.216181",Huesca,966,2024-12-16,2024-12-26,2024-12-23,En fabricación,
6814332,L74463520,8,Filetes de pescado blanco 500gr,"39.718055, -1.437577",Cuenca,619,2024-12-16,2024-12-22,2024-12-19,En fabricación,
5711075,K41092198,5,Mantequilla 100gr,"41.788533, -6.779713",Braganza,773,2024-12-16,2024-12-26,2024-12-23,En fabricación,
8913911,H12345678,2,Huevos frescos (4 unidades),"38.690981, -6.795618",Badajoz,805,2024-12-16,2025-01-13,2025-01-10,En fabricación,
1961113,E68044155,5,Mantequilla 100gr,"39.97722, -0.008643",Castellón,867,2024-12-16,2024-12-26,2024-12-23,En fabricación,
3120107,J34567890,4,Yogur natural 4 unidades (125gr cada uno),"39.014444, -1.88264",Albacete,836,2024-12-16,2025-01-02,2024-12-30,En fabricación,
4998513,H25832898,2,Huevos frescos (4 unidades),"42.508834, 1.532288",Escaldes-Engordany,787,2024-12-16,2025-01-13,2025-01-10,En fabricación,
5033392,D54829731,20,Pan fresco de hogaza (500gr),"40.905792, -4.107008",Segovia,880,2024-12-16,2024-12-19,2024-12-16,En fabricación,
3028799,D54829731,6,Carne de ternera picada 500gr,"40.905792, -4.107008",Segovia,704,2024-12-16,2024-12-21,2024-12-18,En fabricación,
8715273,K97925950,16,Tomates maduros (aprox. 1kg),"42.552931, 1.590835",Canillo,783,2024-12-16,2024-12-21,2024-12-18,En fabricación,
7423724,H50034039,10,Tocino ahumado en lonchas 200gr,"38.031997, -4.058837",Jaén,648,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4027820,D43972411,3,Queso cheddar 200gr,"36.702452, -4.472161",Málaga,576,2024-12-16,2024-12-30,2024-12-27,En fabricación,
9156294,G56506922,9,Jamón serrano loncheado 150gr,"39.168104, -3.465384",Ciudad Real,617,2024-12-16,2024-12-31,2024-12-28,En fabricación,
3364566,L11840211,16,Tomates maduros (aprox. 1kg),"41.275076, 1.513732",Tarragona,609,2024-12-16,2024-12-21,2024-12-18,En fabricación,
3964283,A43314608,19,Patatas para cocinar (1kg),"41.604913, 0.679305",Lleida,931,2024-12-16,2024-12-24,2024-12-21,En fabricación,
2175046,L60867006,2,Huevos frescos (4 unidades),"38.007831, -7.855995",Beja,916,2024-12-16,2025-01-13,2025-01-10,En fabricación,
4789077,D54661573,10,Tocino ahumado en lonchas 200gr,"41.541969, -4.663801",Valladolid,935,2024-12-16,2024-12-26,2024-12-23,En fabricación,
6480269,A98765432,20,Pan fresco de hogaza (500gr),"42.808841, -2.806054",Álava,952,2024-12-16,2024-12-19,2024-12-16,En fabricación,
7809321,C70723988,10,Tocino ahumado en lonchas 200gr,"43.232124, -2.888324",Bizkaia,972,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4506578,H25832898,3,Queso cheddar 200gr,"42.508834, 1.532288",Escaldes-Engordany,648,2024-12-16,2024-12-30,2024-12-27,En fabricación,
7097062,C65081215,16,Tomates maduros (aprox. 1kg),"41.734671, -1.206108",Zaragoza,896,2024-12-16,2024-12-21,2024-12-18,En fabricación,
7062546,K19501659,6,Carne de ternera picada 500gr,"42.456239, 1.485435",La Massana,808,2024-12-16,2024-12-21,2024-12-18,En fabricación,
4437839,D64752757,18,Zanahorias frescas (500gr),"42.468846, 1.493294",Sant Julià de Lòria,598,2024-12-16,2024-12-19,2024-12-16,En fabricación,
7037832,H18396758,5,Mantequilla 100gr,"41.81271, -2.725645",Girona,876,2024-12-16,2024-12-26,2024-12-23,En fabricación,
6507643,B21493152,5,Mantequilla 100gr,"40.620066, -3.28023",Guadalajara,825,2024-12-16,2024-12-26,2024-12-23,En fabricación,
7687349,C17729241,12,"Plátanos maduros (6 unidades, aprox. 1kg)","40.551625, -8.553303",Aveiro,555,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9150280,D23336156,8,Filetes de pescado blanco 500gr,"39.806559, -7.528487",Castelo Branco,714,2024-12-16,2024-12-22,2024-12-19,En fabricación,
3897659,E30624932,4,Yogur natural 4 unidades (125gr cada uno),"39.268988, -7.43448",Portalegre,838,2024-12-16,2025-01-02,2024-12-30,En fabricación,
9276547,F59700387,19,Patatas para cocinar (1kg),"37.253795, -7.229716",Huelva,623,2024-12-16,2024-12-24,2024-12-21,En fabricación,
8790477,G16043750,17,Cebollas amarillas (aprox. 1kg),"42.910419, -8.515368",Ourense,736,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5165557,C23977041,9,Jamón serrano loncheado 150gr,"41.519608, -5.736363",Zamora,969,2024-12-16,2024-12-31,2024-12-28,En fabricación,
3096797,K19501659,2,Huevos frescos (4 unidades),"42.456239, 1.485435",La Massana,861,2024-12-16,2025-01-13,2025-01-10,En fabricación,
8556896,H98721977,10,Tocino ahumado en lonchas 200gr,"40.630214, -7.876921",Viseu,669,2024-12-16,2024-12-26,2024-12-23,En fabricación,
7246032,C17729241,17,Cebollas amarillas (aprox. 1kg),"40.551625, -8.553303",Aveiro,831,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9799962,K19267654,1,Leche entera 500ml,"38.544685, -7.915859",Évora,676,2024-12-16,2024-12-22,2024-12-19,En fabricación,
4998041,G75834864,14,Espinacas frescas en bolsa 300gr,"37.202971, -3.660833",Granada,840,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6524654,A92333790,2,Huevos frescos (4 unidades),"42.483562, 1.490046",Andorra la Vella,818,2024-12-16,2025-01-13,2025-01-10,En fabricación,
5167999,A92333790,18,Zanahorias frescas (500gr),"42.483562, 1.490046",Andorra la Vella,888,2024-12-16,2024-12-19,2024-12-16,En fabricación,
8100144,C70723988,3,Queso cheddar 200gr,"43.232124, -2.888324",Bizkaia,866,2024-12-16,2024-12-30,2024-12-27,En fabricación,
5101606,D43972411,2,Huevos frescos (4 unidades),"36.702452, -4.472161",Málaga,611,2024-12-16,2025-01-13,2025-01-10,En fabricación,
2834010,H50034039,10,Tocino ahumado en lonchas 200gr,"38.031997, -4.058837",Jaén,613,2024-12-16,2024-12-26,2024-12-23,En fabricación,
7539698,K19267654,3,Queso cheddar 200gr,"38.544685, -7.915859",Évora,850,2024-12-16,2024-12-30,2024-12-27,En fabricación,
6554913,B61789367,1,Leche entera 500ml,"43.039131, -7.550207",Lugo,861,2024-12-16,2024-12-22,2024-12-19,En fabricación,
9647235,K42111490,15,Lechuga romana 1 unidad,"41.712777, -8.85317",Viana do Castelo,760,2024-12-16,2024-12-20,2024-12-17,En fabricación,
8311562,H18396758,20,Pan fresco de hogaza (500gr),"41.81271, -2.725645",Girona,831,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9686163,B12345678,2,Huevos frescos (4 unidades),"43.269516, -8.411087",A Coruña,732,2024-12-16,2025-01-13,2025-01-10,En fabricación,
2650625,C70723988,3,Queso cheddar 200gr,"43.232124, -2.888324",Bizkaia,824,2024-12-16,2024-12-30,2024-12-27,En fabricación,
6660953,L74463520,5,Mantequilla 100gr,"39.718055, -1.437577",Cuenca,773,2024-12-16,2024-12-26,2024-12-23,En fabricación,
8995731,D90401382,19,Patatas para cocinar (1kg),"42.583276, -5.573597",León,572,2024-12-16,2024-12-24,2024-12-21,En fabricación,
5855264,D87654321,3,Queso cheddar 200gr,"36.783819, -2.742398",Almería,931,2024-12-16,2024-12-30,2024-12-27,En fabricación,
9391890,D54829731,10,Tocino ahumado en lonchas 200gr,"40.905792, -4.107008",Segovia,753,2024-12-16,2024-12-26,2024-12-23,En fabricación,
1213914,D54661573,20,Pan fresco de hogaza (500gr),"41.541969, -4.663801",Valladolid,677,2024-12-16,2024-12-19,2024-12-16,En fabricación,
7913469,K19267654,10,Tocino ahumado en lonchas 200gr,"38.544685, -7.915859",Évora,975,2024-12-16,2024-12-26,2024-12-23,En fabricación,
5013778,H25832898,9,Jamón serrano loncheado 150gr,"42.508834, 1.532288",Escaldes-Engordany,838,2024-12-16,2024-12-31,2024-12-28,En fabricación,
6946352,J34567890,17,Cebollas amarillas (aprox. 1kg),"39.014444, -1.88264",Albacete,753,2024-12-16,2024-12-20,2024-12-17,En fabricación,
6551528,L60867006,17,Cebollas amarillas (aprox. 1kg),"38.007831, -7.855995",Beja,632,2024-12-16,2024-12-20,2024-12-17,En fabricación,
7063201,H22774301,8,Filetes de pescado blanco 500gr,"41.116767, -8.574959",Oporto,575,2024-12-16,2024-12-22,2024-12-19,En fabricación,
1631549,D23336156,13,Fresas frescas (caja de 250gr),"39.806559, -7.528487",Castelo Branco,879,2024-12-16,2024-12-18,2024-12-15,En fabricación,
3204686,G23456789,9,Jamón serrano loncheado 150gr,"38.34061, -0.539066",Alicante,823,2024-12-16,2024-12-31,2024-12-28,En fabricación,
5084858,L74463520,20,Pan fresco de hogaza (500gr),"39.718055, -1.437577",Cuenca,882,2024-12-16,2024-12-19,2024-12-16,En fabricación,
2484294,H50034039,13,Fresas frescas (caja de 250gr),"38.031997, -4.058837",Jaén,638,2024-12-16,2024-12-18,2024-12-15,En fabricación,
2125247,F34425120,15,Lechuga romana 1 unidad,"39.449253, -6.381213",Cáceres,951,2024-12-16,2024-12-20,2024-12-17,En fabricación,
1349974,D43972411,14,Espinacas frescas en bolsa 300gr,"36.702452, -4.472161",Málaga,741,2024-12-16,2024-12-19,2024-12-16,En fabricación,
4096224,F36531008,3,Queso cheddar 200gr,"40.365727, -1.157177",Teruel,905,2024-12-16,2024-12-30,2024-12-27,En fabricación,
2170298,D54829731,5,Mantequilla 100gr,"40.905792, -4.107008",Segovia,650,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4043148,E68044155,18,Zanahorias frescas (500gr),"39.97722, -0.008643",Castellón,573,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9419752,H19882206,10,Tocino ahumado en lonchas 200gr,"42.455927, -2.407701",Logroño,889,2024-12-16,2024-12-26,2024-12-23,En fabricación,
7895150,D54829731,15,Lechuga romana 1 unidad,"40.905792, -4.107008",Segovia,643,2024-12-16,2024-12-20,2024-12-17,En fabricación,
8232983,H19882206,16,Tomates maduros (aprox. 1kg),"42.455927, -2.407701",Logroño,561,2024-12-16,2024-12-21,2024-12-18,En fabricación,
2619699,K76543210,9,Jamón serrano loncheado 150gr,"41.327635, 2.115424",Barcelona,943,2024-12-16,2024-12-31,2024-12-28,En fabricación,
3844257,D43972411,4,Yogur natural 4 unidades (125gr cada uno),"36.702452, -4.472161",Málaga,719,2024-12-16,2025-01-02,2024-12-30,En fabricación,
1816241,A51293743,16,Tomates maduros (aprox. 1kg),"41.277143, -7.712157",Vila Real,919,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5801961,C37487819,6,Carne de ternera picada 500gr,"42.362387, -3.624425",Burgos,982,2024-12-16,2024-12-21,2024-12-18,En fabricación,
1235185,D87654321,13,Fresas frescas (caja de 250gr),"36.783819, -2.742398",Almería,777,2024-12-16,2024-12-18,2024-12-15,En fabricación,
5560918,L21420173,12,"Plátanos maduros (6 unidades, aprox. 1kg)","42.463523, 1.491706",Encamp,960,2024-12-16,2024-12-20,2024-12-17,En fabricación,
3227380,E42477092,13,Fresas frescas (caja de 250gr),"37.875219, -4.763063",Córdoba,942,2024-12-16,2024-12-18,2024-12-15,En fabricación,
3413037,L59853658,13,Fresas frescas (caja de 250gr),"38.541717, -8.827679",Setúbal,911,2024-12-16,2024-12-18,2024-12-15,En fabricación,
5193810,E30624932,5,Mantequilla 100gr,"39.268988, -7.43448",Portalegre,676,2024-12-16,2024-12-26,2024-12-23,En fabricación,
1575963,C23977041,7,Pechuga de pollo fresca 1kg,"41.519608, -5.736363",Zamora,623,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9575127,F36531008,14,Espinacas frescas en bolsa 300gr,"40.365727, -1.157177",Teruel,888,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6816809,C37487819,5,Mantequilla 100gr,"42.362387, -3.624425",Burgos,974,2024-12-16,2024-12-26,2024-12-23,En fabricación,
5910141,H27063606,14,Espinacas frescas en bolsa 300gr,"38.697812, -9.192319",Lisboa,838,2024-12-16,2024-12-19,2024-12-16,En fabricación,
3290170,G16043750,2,Huevos frescos (4 unidades),"42.910419, -8.515368",Ourense,618,2024-12-16,2025-01-13,2025-01-10,En fabricación,
9578069,C37487819,15,Lechuga romana 1 unidad,"42.362387, -3.624425",Burgos,815,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2176188,A46715217,12,"Plátanos maduros (6 unidades, aprox. 1kg)","41.53178, -8.2422746",Braga,580,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9770479,F98765432,7,Pechuga de pollo fresca 1kg,"40.664648, -4.682038",Ávila,979,2024-12-16,2024-12-20,2024-12-17,En fabricación,
6021839,G56506922,20,Pan fresco de hogaza (500gr),"39.168104, -3.465384",Ciudad Real,597,2024-12-16,2024-12-19,2024-12-16,En fabricación,
4363230,D54829731,9,Jamón serrano loncheado 150gr,"40.905792, -4.107008",Segovia,587,2024-12-16,2024-12-31,2024-12-28,En fabricación,
9624549,A51293743,2,Huevos frescos (4 unidades),"41.277143, -7.712157",Vila Real,755,2024-12-16,2025-01-13,2025-01-10,En fabricación,
3068668,J34567890,2,Huevos frescos (4 unidades),"39.014444, -1.88264",Albacete,749,2024-12-16,2025-01-13,2025-01-10,En fabricación,
2263110,D10491986,11,"Manzanas rojas (6 unidades, aprox. 1kg)","39.24899, -8.674233",Santarém,703,2024-12-16,2024-12-21,2024-12-18,En fabricación,
