id_pedido,cif_empresa,id_producto,nombre_producto,destino,provincia,cantidad,fecha_pedido,fecha_caducidad,fecha_entrega_estimada,estado,fecha_entregado
1063993,B12345678,18,Zanahorias frescas (500gr),"43.269516, -8.411087",A Coruña,652,2024-12-16,2024-12-19,2024-12-16,En fabricación,
2467608,K41092198,7,Pechuga de pollo fresca 1kg,"41.788533, -6.779713",Braganza,910,2024-12-16,2024-12-20,2024-12-17,En fabricación,
1950224,E62924835,3,Queso cheddar 200gr,"37.269298, -5.994452",Sevilla,772,2024-12-16,2024-12-30,2024-12-27,En fabricación,
9140381,B21493152,3,Queso cheddar 200gr,"40.620066, -3.28023",Guadalajara,875,2024-12-16,2024-12-30,2024-12-27,En fabricación,
7387788,B61789367,7,Pechuga de pollo fresca 1kg,"43.039131, -7.550207",Lugo,865,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4130230,D54661573,15,Lechuga romana 1 unidad,"41.541969, -4.663801",Valladolid,818,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9625232,G23456789,14,Espinacas frescas en bolsa 300gr,"38.34061, -0.539066",Alicante,704,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6976986,E48367217,14,Espinacas frescas en bolsa 300gr,"39.752122, -8.865028",Leiria,891,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6058313,D10491986,16,Tomates maduros (aprox. 1kg),"39.24899, -8.674233",Santarém,629,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5592121,B21493152,19,Patatas para cocinar (1kg),"40.620066, -3.28023",Guadalajara,599,2024-12-16,2024-12-24,2024-12-21,En fabricación,
1867062,J34567890,17,Cebollas amarillas (aprox. 1kg),"39.014444, -1.88264",Albacete,983,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9455542,K20813122,10,Tocino ahumado en lonchas 200gr,"40.582396, -7.154403",Guarda,716,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4671253,L11840211,11,"Manzanas rojas (6 unidades, aprox. 1kg)","41.275076, 1.513732",Tarragona,719,2024-12-16,2024-12-21,2024-12-18,En fabricación,
1807817,G23456789,5,Mantequilla 100gr,"38.34061, -0.539066",Alicante,658,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9688705,E37234925,13,Fresas frescas (caja de 250gr),"41.78641, -1.989204",Soria,784,2024-12-16,2024-12-18,2024-12-15,En fabricación,
7124041,F36531008,20,Pan fresco de hogaza (500gr),"40.365727, -1.157177",Teruel,770,2024-12-16,2024-12-19,2024-12-16,En fabricación,
8096716,D43972411,14,Espinacas frescas en bolsa 300gr,"36.702452, -4.472161",Málaga,946,2024-12-16,2024-12-19,2024-12-16,En fabricación,
8538253,F37396914,6,Carne de ternera picada 500gr,"42.581727, 1.519813",Ordino,705,2024-12-16,2024-12-21,2024-12-18,En fabricación,
3350395,F86466817,4,Yogur natural 4 unidades (125gr cada uno),"37.081185, -7.891208",Faro,751,2024-12-16,2025-01-02,2024-12-30,En fabricación,
7582577,K19267654,9,Jamón serrano loncheado 150gr,"38.544685, -7.915859",Évora,926,2024-12-16,2024-12-31,2024-12-28,En fabricación,
6311749,B70158087,9,Jamón serrano loncheado 150gr,"40.190739, -8.517509",Coimbra,598,2024-12-16,2024-12-31,2024-12-28,En fabricación,
7016434,H22774301,12,"Plátanos maduros (6 unidades, aprox. 1kg)","41.116767, -8.574959",Oporto,585,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4789290,A51293743,9,Jamón serrano loncheado 150gr,"41.277143, -7.712157",Vila Real,863,2024-12-16,2024-12-31,2024-12-28,En fabricación,
8753760,E42477092,15,Lechuga romana 1 unidad,"37.875219, -4.763063",Córdoba,828,2024-12-16,2024-12-20,2024-12-17,En fabricación,
1952415,F86466817,14,Espinacas frescas en bolsa 300gr,"37.081185, -7.891208",Faro,831,2024-12-16,2024-12-19,2024-12-16,En fabricación,
7238799,E30624932,9,Jamón serrano loncheado 150gr,"39.268988, -7.43448",Portalegre,683,2024-12-16,2024-12-31,2024-12-28,En fabricación,
8736481,H18396758,9,Jamón serrano loncheado 150gr,"41.81271, -2.725645",Girona,774,2024-12-16,2024-12-31,2024-12-28,En fabricación,
5423592,H45378615,19,Patatas para cocinar (1kg),"39.514124, -0.476974",Valencia,723,2024-12-16,2024-12-24,2024-12-21,En fabricación,
1193078,L21420173,4,Yogur natural 4 unidades (125gr cada uno),"42.463523, 1.491706",Encamp,907,2024-12-16,2025-01-02,2024-12-30,En fabricación,
5339702,F98765432,6,Carne de ternera picada 500gr,"40.664648, -4.682038",Ávila,904,2024-12-16,2024-12-21,2024-12-18,En fabricación,
2867112,G48706246,9,Jamón serrano loncheado 150gr,"42.788558, -1.625538",Navarra,720,2024-12-16,2024-12-31,2024-12-28,En fabricación,
6513571,H18396758,6,Carne de ternera picada 500gr,"41.81271, -2.725645",Girona,736,2024-12-16,2024-12-21,2024-12-18,En fabricación,
6910401,D64752757,15,Lechuga romana 1 unidad,"42.468846, 1.493294",Sant Julià de Lòria,771,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9317823,H12345678,10,Tocino ahumado en lonchas 200gr,"38.690981, -6.795618",Badajoz,568,2024-12-16,2024-12-26,2024-12-23,En fabricación,
8166860,E30624932,6,Carne de ternera picada 500gr,"39.268988, -7.43448",Portalegre,915,2024-12-16,2024-12-21,2024-12-18,En fabricación,
7750022,G48706246,15,Lechuga romana 1 unidad,"42.788558, -1.625538",Navarra,622,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9652438,K76543210,2,Huevos frescos (4 unidades),"41.327635, 2.115424",Barcelona,756,2024-12-16,2025-01-13,2025-01-10,En fabricación,
9704018,H18396758,10,Tocino ahumado en lonchas 200gr,"41.81271, -2.725645",Girona,960,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4974578,C23977041,15,Lechuga romana 1 unidad,"41.519608, -5.736363",Zamora,778,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9073167,H45378615,4,Yogur natural 4 unidades (125gr cada uno),"39.514124, -0.476974",Valencia,822,2024-12-16,2025-01-02,2024-12-30,En fabricación,
3811156,A46715217,10,Tocino ahumado en lonchas 200gr,"41.53178, -8.2422746",Braga,559,2024-12-16,2024-12-26,2024-12-23,En fabricación,
6915282,L60867006,16,Tomates maduros (aprox. 1kg),"38.007831, -7.855995",Beja,778,2024-12-16,2024-12-21,2024-12-18,En fabricación,
3379762,E42477092,5,Mantequilla 100gr,"37.875219, -4.763063",Córdoba,627,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9565702,A92333790,7,Pechuga de pollo fresca 1kg,"42.483562, 1.490046",Andorra la Vella,680,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4123112,G75232708,19,Patatas para cocinar (1kg),"40.96337, -5.734527",Salamanca,587,2024-12-16,2024-12-24,2024-12-21,En fabricación,
5674567,G75232708,18,Zanahorias frescas (500gr),"40.96337, -5.734527",Salamanca,737,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9991246,A92333790,6,Carne de ternera picada 500gr,"42.483562, 1.490046",Andorra la Vella,956,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5677840,B21493152,18,Zanahorias frescas (500gr),"40.620066, -3.28023",Guadalajara,656,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9030389,B70158087,12,"Plátanos maduros (6 unidades, aprox. 1kg)","40.190739, -8.517509",Coimbra,859,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2381484,D23336156,1,Leche entera 500ml,"39.806559, -7.528487",Castelo Branco,973,2024-12-16,2024-12-22,2024-12-19,En fabricación,
4948991,F37396914,1,Leche entera 500ml,"42.581727, 1.519813",Ordino,656,2024-12-16,2024-12-22,2024-12-19,En fabricación,
7901273,J34567890,16,Tomates maduros (aprox. 1kg),"39.014444, -1.88264",Albacete,667,2024-12-16,2024-12-21,2024-12-18,En fabricación,
1464451,F36531008,7,Pechuga de pollo fresca 1kg,"40.365727, -1.157177",Teruel,946,2024-12-16,2024-12-20,2024-12-17,En fabricación,
3775767,B12345678,5,Mantequilla 100gr,"43.269516, -8.411087",A Coruña,849,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9770646,B61789367,9,Jamón serrano loncheado 150gr,"43.039131, -7.550207",Lugo,959,2024-12-16,2024-12-31,2024-12-28,En fabricación,
8562306,F37396914,19,Patatas para cocinar (1kg),"42.581727, 1.519813",Ordino,784,2024-12-16,2024-12-24,2024-12-21,En fabricación,
5779359,E62924835,12,"Plátanos maduros (6 unidades, aprox. 1kg)","37.269298, -5.994452",Sevilla,801,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2500426,B70158087,19,Patatas para cocinar (1kg),"40.190739, -8.517509",Coimbra,861,2024-12-16,2024-12-24,2024-12-21,En fabricación,
6368856,D87654321,2,Huevos frescos (4 unidades),"36.783819, -2.742398",Almería,799,2024-12-16,2025-01-13,2025-01-10,En fabricación,
7209713,C98454639,13,Fresas frescas (caja de 250gr),"42.402276, -8.583134",Pontevedra,678,2024-12-16,2024-12-18,2024-12-15,En fabricación,
9092760,B31135513,6,Carne de ternera picada 500gr,"37.932005, -1.195947",Murcia,684,2024-12-16,2024-12-21,2024-12-18,En fabricación,
2356531,B12345678,2,Huevos frescos (4 unidades),"43.269516, -8.411087",A Coruña,827,2024-12-16,2025-01-13,2025-01-10,En fabricación,
5754711,H12345678,15,Lechuga romana 1 unidad,"38.690981, -6.795618",Badajoz,795,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5543180,L59853658,13,Fresas frescas (caja de 250gr),"38.541717, -8.827679",Setúbal,899,2024-12-16,2024-12-18,2024-12-15,En fabricación,
1966622,G48706246,18,Zanahorias frescas (500gr),"42.788558, -1.625538",Navarra,987,2024-12-16,2024-12-19,2024-12-16,En fabricación,
7491315,A92333790,5,Mantequilla 100gr,"42.483562, 1.490046",Andorra la Vella,762,2024-12-16,2024-12-26,2024-12-23,En fabricación,
2760003,E42477092,15,Lechuga romana 1 unidad,"37.875219, -4.763063",Córdoba,736,2024-12-16,2024-12-20,2024-12-17,En fabricación,
1532984,F37396914,14,Espinacas frescas en bolsa 300gr,"42.581727, 1.519813",Ordino,914,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9527710,H19882206,8,Filetes de pescado blanco 500gr,"42.455927, -2.407701",Logroño,814,2024-12-16,2024-12-22,2024-12-19,En fabricación,
3057720,H60877269,17,Cebollas amarillas (aprox. 1kg),"43.443127, -3.864163",Cantabria,618,2024-12-16,2024-12-20,2024-12-17,En fabricación,
7952502,G48706246,1,Leche entera 500ml,"42.788558, -1.625538",Navarra,600,2024-12-16,2024-12-22,2024-12-19,En fabricación,
4177831,D10491986,16,Tomates maduros (aprox. 1kg),"39.24899, -8.674233",Santarém,761,2024-12-16,2024-12-21,2024-12-18,En fabricación,
4899890,F98765432,15,Lechuga romana 1 unidad,"40.664648, -4.682038",Ávila,590,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2600879,D64752757,2,Huevos frescos (4 unidades),"42.468846, 1.493294",Sant Julià de Lòria,809,2024-12-16,2025-01-13,2025-01-10,En fabricación,
8934232,D64752757,3,Queso cheddar 200gr,"42.468846, 1.493294",Sant Julià de Lòria,770,2024-12-16,2024-12-30,2024-12-27,En fabricación,
7929239,D43972411,20,Pan fresco de hogaza (500gr),"36.702452, -4.472161",Málaga,589,2024-12-16,2024-12-19,2024-12-16,En fabricación,
7163059,E62924835,20,Pan fresco de hogaza (500gr),"37.269298, -5.994452",Sevilla,855,2024-12-16,2024-12-19,2024-12-16,En fabricación,
1528120,E37234925,6,Carne de ternera picada 500gr,"41.78641, -1.989204",Soria,719,2024-12-16,2024-12-21,2024-12-18,En fabricación,
4036178,F36531008,14,Espinacas frescas en bolsa 300gr,"40.365727, -1.157177",Teruel,569,2024-12-16,2024-12-19,2024-12-16,En fabricación,
8014927,F36531008,11,"Manzanas rojas (6 unidades, aprox. 1kg)","40.365727, -1.157177",Teruel,706,2024-12-16,2024-12-21,2024-12-18,En fabricación,
2742541,D23336156,11,"Manzanas rojas (6 unidades, aprox. 1kg)","39.806559, -7.528487",Castelo Branco,849,2024-12-16,2024-12-21,2024-12-18,En fabricación,
4110933,F36531008,19,Patatas para cocinar (1kg),"40.365727, -1.157177",Teruel,907,2024-12-16,2024-12-24,2024-12-21,En fabricación,
9673727,H25832898,11,"Manzanas rojas (6 unidades, aprox. 1kg)","42.508834, 1.532288",Escaldes-Engordany,668,2024-12-16,2024-12-21,2024-12-18,En fabricación,
3974139,E62924835,3,Queso cheddar 200gr,"37.269298, -5.994452",Sevilla,987,2024-12-16,2024-12-30,2024-12-27,En fabricación,
5651746,A92333790,10,Tocino ahumado en lonchas 200gr,"42.483562, 1.490046",Andorra la Vella,593,2024-12-16,2024-12-26,2024-12-23,En fabricación,
1050241,A46715217,12,"Plátanos maduros (6 unidades, aprox. 1kg)","41.53178, -8.2422746",Braga,585,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5504992,G56506922,8,Filetes de pescado blanco 500gr,"39.168104, -3.465384",Ciudad Real,773,2024-12-16,2024-12-22,2024-12-19,En fabricación,
4513864,E37234925,16,Tomates maduros (aprox. 1kg),"41.78641, -1.989204",Soria,629,2024-12-16,2024-12-21,2024-12-18,En fabricación,
6316889,D43972411,20,Pan fresco de hogaza (500gr),"36.702452, -4.472161",Málaga,620,2024-12-16,2024-12-19,2024-12-16,En fabricación,
5011944,B70158087,1,Leche entera 500ml,"40.190739, -8.517509",Coimbra,570,2024-12-16,2024-12-22,2024-12-19,En fabricación,
5110525,L15431876,7,Pechuga de pollo fresca 1kg,"40.183041, -3.723122",Toledo,584,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5114522,H25832898,4,Yogur natural 4 unidades (125gr cada uno),"42.508834, 1.532288",Escaldes-Engordany,836,2024-12-16,2025-01-02,2024-12-30,En fabricación,
8711973,K19501659,15,Lechuga romana 1 unidad,"42.456239, 1.485435",La Massana,771,2024-12-16,2024-12-20,2024-12-17,En fabricación,
1504032,L60867006,19,Patatas para cocinar (1kg),"38.007831, -7.855995",Beja,699,2024-12-16,2024-12-24,2024-12-21,En fabricación,
6470122,B87766619,10,Tocino ahumado en lonchas 200gr,"43.264309, -1.972006",Gipuzkoa,851,2024-12-16,2024-12-26,2024-12-23,En fabricación,
7595501,E68044155,5,Mantequilla 100gr,"39.97722, -0.008643",Castellón,816,2024-12-16,2024-12-26,2024-12-23,En fabricación,
8256017,F98765432,14,Espinacas frescas en bolsa 300gr,"40.664648, -4.682038",Ávila,772,2024-12-16,2024-12-19,2024-12-16,En fabricación,
5897999,K97925950,7,Pechuga de pollo fresca 1kg,"42.552931, 1.590835",Canillo,626,2024-12-16,2024-12-20,2024-12-17,En fabricación,
9429057,E37234925,3,Queso cheddar 200gr,"41.78641, -1.989204",Soria,855,2024-12-16,2024-12-30,2024-12-27,En fabricación,
6254171,L34845958,12,"Plátanos maduros (6 unidades, aprox. 1kg)","40.399621, -3.59424",Madrid,968,2024-12-16,2024-12-20,2024-12-17,En fabricación,
7158120,G23456789,2,Huevos frescos (4 unidades),"38.34061, -0.539066",Alicante,670,2024-12-16,2025-01-13,2025-01-10,En fabricación,
7198252,E48367217,20,Pan fresco de hogaza (500gr),"39.752122, -8.865028",Leiria,681,2024-12-16,2024-12-19,2024-12-16,En fabricación,
3363028,F98765432,13,Fresas frescas (caja de 250gr),"40.664648, -4.682038",Ávila,716,2024-12-16,2024-12-18,2024-12-15,En fabricación,
5455483,A43314608,13,Fresas frescas (caja de 250gr),"41.604913, 0.679305",Lleida,640,2024-12-16,2024-12-18,2024-12-15,En fabricación,
5540003,D54661573,7,Pechuga de pollo fresca 1kg,"41.541969, -4.663801",Valladolid,965,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4451298,E68044155,11,"Manzanas rojas (6 unidades, aprox. 1kg)","39.97722, -0.008643",Castellón,570,2024-12-16,2024-12-21,2024-12-18,En fabricación,
8049012,K19501659,6,Carne de ternera picada 500gr,"42.456239, 1.485435",La Massana,696,2024-12-16,2024-12-21,2024-12-18,En fabricación,
9081238,H19882206,8,Filetes de pescado blanco 500gr,"42.455927, -2.407701",Logroño,637,2024-12-16,2024-12-22,2024-12-19,En fabricación,
6739969,A46715217,9,Jamón serrano loncheado 150gr,"41.53178, -8.2422746",Braga,818,2024-12-16,2024-12-31,2024-12-28,En fabricación,
8415331,G16043750,3,Queso cheddar 200gr,"42.910419, -8.515368",Ourense,791,2024-12-16,2024-12-30,2024-12-27,En fabricación,
5572016,L60867006,1,Leche entera 500ml,"38.007831, -7.855995",Beja,675,2024-12-16,2024-12-22,2024-12-19,En fabricación,
3601305,C98454639,10,Tocino ahumado en lonchas 200gr,"42.402276, -8.583134",Pontevedra,849,2024-12-16,2024-12-26,2024-12-23,En fabricación,
3472898,B31135513,18,Zanahorias frescas (500gr),"37.932005, -1.195947",Murcia,610,2024-12-16,2024-12-19,2024-12-16,En fabricación,
4709213,H25832898,19,Patatas para cocinar (1kg),"42.508834, 1.532288",Escaldes-Engordany,870,2024-12-16,2024-12-24,2024-12-21,En fabricación,
4714694,B87766619,2,Huevos frescos (4 unidades),"43.264309, -1.972006",Gipuzkoa,641,2024-12-16,2025-01-13,2025-01-10,En fabricación,
7026156,D43972411,19,Patatas para cocinar (1kg),"36.702452, -4.472161",Málaga,641,2024-12-16,2024-12-24,2024-12-21,En fabricación,
5555894,D64752757,5,Mantequilla 100gr,"42.468846, 1.493294",Sant Julià de Lòria,849,2024-12-16,2024-12-26,2024-12-23,En fabricación,
3205066,A69030156,12,"Plátanos maduros (6 unidades, aprox. 1kg)","36.407357, -6.128702",Cádiz,682,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5495321,H50034039,3,Queso cheddar 200gr,"38.031997, -4.058837",Jaén,964,2024-12-16,2024-12-30,2024-12-27,En fabricación,
9809337,D87654321,10,Tocino ahumado en lonchas 200gr,"36.783819, -2.742398",Almería,742,2024-12-16,2024-12-26,2024-12-23,En fabricación,
9346728,E62924835,14,Espinacas frescas en bolsa 300gr,"37.269298, -5.994452",Sevilla,739,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6304638,A92333790,3,Queso cheddar 200gr,"42.483562, 1.490046",Andorra la Vella,970,2024-12-16,2024-12-30,2024-12-27,En fabricación,
3678216,C37487819,15,Lechuga romana 1 unidad,"42.362387, -3.624425",Burgos,731,2024-12-16,2024-12-20,2024-12-17,En fabricación,
4174275,J34567890,7,Pechuga de pollo fresca 1kg,"39.014444, -1.88264",Albacete,663,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5978311,D54829731,20,Pan fresco de hogaza (500gr),"40.905792, -4.107008",Segovia,733,2024-12-16,2024-12-19,2024-12-16,En fabricación,
6976392,G16043750,17,Cebollas amarillas (aprox. 1kg),"42.910419, -8.515368",Ourense,972,2024-12-16,2024-12-20,2024-12-17,En fabricación,
3798950,F59700387,1,Leche entera 500ml,"37.253795, -7.229716",Huelva,767,2024-12-16,2024-12-22,2024-12-19,En fabricación,
6148798,K97925950,8,Filetes de pescado blanco 500gr,"42.552931, 1.590835",Canillo,940,2024-12-16,2024-12-22,2024-12-19,En fabricación,
2566873,H50034039,9,Jamón serrano loncheado 150gr,"38.031997, -4.058837",Jaén,576,2024-12-16,2024-12-31,2024-12-28,En fabricación,
